Gene.names,B.memory_activated,B.memory_steady.state,B.naive_activated,B.naive_steady.state,B.plasma_steady.state,Basophil_steady.state,Eosinophil_steady.state,mDC_activated,mDC_steady.state,MO.classical_activated,MO.classical_steady.state,MO.intermediate_steady.state,MO.nonclassical_steady.state,mTregs_activated,mTregs_steady.state,Neutrophil_steady.state,NK.bright_activated,NK.bright_steady.state,NK.dim_activated,NK.dim_steady.state,nTregs_activated,nTregs_steady.state,pDC_activated,pDC_steady.state,T4.CM_activated,T4.CM_steady.state,T4.EM_activated,T4.EM_steady.state,T4.EMRA_activated,T4.EMRA_steady.state,T4.naive_activated,T4.naive_steady.state,T8.CM_activated,T8.CM_steady.state,T8.EM_activated,T8.EM_steady.state,T8.EMRA_activated,T8.EMRA_steady.state,T8.naive_activated,T8.naive_steady.state,Th1_steady.state,Th17_steady.state,Th2_steady.state,Majority.protein.IDs,Uniprot,Symbol,hclust_order
HCST,0,18934,0,3160.5,0,17709,0,0,0,0,14043,2365.5,0,0,0,153493.75,140953.6667,18191.75,71227.66667,15082,0,2304.5,0,0,599.75,0,0,0,0,0,1745.25,0,0,3378.75,15127.75,14520,8008.5,32691.25,20508,0,5408.25,0,0,Q9UBK5;Q9UBK5-2,Q9UBK5,HCST,149
IL12RB2,0,0,0,0,2604.25,0,0,0,6185,0,0,1391.5,15133,0,3043.25,124330.25,5731,251.75,7175.333333,5079.5,616.6666667,0,17611.25,3295.5,1264.5,0,0,0,1217.25,0,7835.75,155.75,11169,151,19114,4506.25,5884,9444.5,9443,87370,2329.75,157,2035.25,Q99665;A0A0A0MTN7;Q99665-2;Q99665-3,Q99665,IL12RB2,150
ULBP3,0,0,0,0,0,464.5,0,0,0,0,27417,0,0,0,0,175135.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q9BZM4,Q9BZM4,ULBP3,151
VSTM1,0,0,0,0,0,2959.75,26945.5,0,0,0,6429,2049.25,0,0,0,151671.5,0,0,3117.333333,0,0,0,0,4129.5,7819,0,6583.5,0,0,0,2209.75,0,7008.75,0,0,0,0,0,0,892.75,0,0,0,Q6UX27-2;Q6UX27;D2DJS5;H7C340;G8JLN4;Q6UX27-3,Q6UX27,VSTM1,152
CEACAM3,0,0,0,0,0,0,0,0,0,0,0,7498.25,0,0,0,148707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759.25,0,0,0,0,0,0,P40198,P40198,CEACAM3,153
CNNM4,1833.25,1823.25,1471.5,626,0,1528.75,852.75,2077.75,1963.75,4186.666667,440,3687,2274.25,0,1302.5,145081.25,2158,263.75,4019.666667,1005,3087.333333,880.5,290.25,672.75,2689.5,1784,2278.25,377.25,1168.75,0,2241.75,193.75,3607.5,791.75,3882.25,995.75,1932.25,422.5,1291,604,129.25,421.75,1250,Q6P4Q7,Q6P4Q7,CNNM4,154
LILRA2,1840.5,335.25,0,0,2631.25,3729,2671.75,5867,15680.25,7335,70311.5,28182.75,23938,0,2770.75,179101.25,9951.666667,1246.75,2755.333333,282.75,4474,2938,0,5198.25,1300.75,0,1439.5,80,1232,1971.25,586.75,0,2689.5,0,1382.75,0,0,1275,0,0,1954.5,0,1270.5,Q8N149;A8MZH0;Q8N149-3;Q8N149-4;Q8N149-2,Q8N149,LILRA2,155
OSCAR,0,0,3413.75,219,0,100.5,10568,0,3376.75,4417.666667,82354.5,10817.5,10669,0,0,147172.75,0,0,294.3333333,91,0,0,0,157.25,0,0,0,682.5,0,0,0,0,0,1142.75,0,1313.75,0,0,1142.25,2981.75,1976.75,0,0,A0A0A0MR14;A0A0A0MRF2;A0A087X1R2;A0A087X0P3;A0A087WV17;Q8IYS5-6;Q8IYS5-2;Q8IYS5-3;Q8IYS5-4;Q8IYS5-5;Q8IYS5;Q8IYS5-7,Q8IYS5,OSCAR,156
PLVAP,3355.5,110.5,1233.75,7649.25,182540.75,103.5,115832,10345.5,8079.5,0,168327.75,133118.5,49744.5,76.66666667,4242.5,5350.5,4700.666667,9414,2963.666667,3474,686,5466,163,4064.25,3778.75,4499.25,0,2823.5,4422.25,3004.25,2359.5,0,3332.25,3760.5,5202.5,3367.25,8634.75,4975.5,5591.25,2047.25,5792.75,4084.75,1432.75,Q9BX97;M0R310,Q9BX97,PLVAP,157
CANT1,5005.5,4862.75,10248.75,11716.25,109044.25,17603.25,16647.75,26277,36499.25,16479,43123.25,57272.5,70041.75,13564.33333,25605.25,119402,15105.66667,5260,20142.66667,5693.5,13779.33333,35753.75,23524.25,23828.25,10417,8132.75,8716.5,4757,11642.5,3966.75,10920.25,1419.5,8582.75,4962.25,16867,7083,8673.5,7101,11621.25,10222.5,7755,8393.25,5529.25,Q8WVQ1;Q8WVQ1-3;K7EN15;Q8WVQ1-2,Q8WVQ1,CANT1,158
SEL1L,23920,12476.75,19143.5,6319.25,98802.5,8558.75,13784,29121.75,52683,62359.33333,110265.25,80750,90999.5,0,8932.75,76058.5,26027.33333,9609.25,44552,16961.75,14388,4031.75,14154.5,25141,20930,7071.75,25986.75,9160.25,23820.5,3826.5,13869.75,6335.5,19011.5,6581.75,17798.75,8149,13991,8389.75,11670.5,7230.25,9953.75,8756.75,7309,Q9UBV2,Q9UBV2,SEL1L,159
DSC1,33634,2663.75,10173,490.75,188100.5,9702.75,7144.25,21949,42387.5,2260,1990.5,2551.25,12030,21405.33333,8810.25,21168.25,0,9710.75,1729.333333,5604.5,24212.33333,2459.25,197.25,52464,957.5,1725.5,5815.75,4004.25,3233,1681.25,296.5,937,999.5,1870.75,1100.25,5285.25,13184.25,53583.75,3485.5,20874.5,46301,2267.25,1080.75,Q08554-2;Q08554,Q08554,DSC1,160
DSG1,4643,1764.5,3348.5,1613,86693.25,4561.5,3050.25,2816.5,15066.75,915.3333333,4490.75,1273,148.25,5051.333333,170.25,1042,403.3333333,141.5,1735.333333,1804,2589,2303.5,1896.75,23666,1897.75,1438.25,2364.25,3279,742,465.5,467.25,180.75,883,229,611.25,3955.25,5041,48162,399.25,13722.5,38085.75,384.75,937.25,Q02413,Q02413,DSG1,161
TNFRSF8,445.75,37.5,606.25,519.75,950.25,11317,518.75,4919.5,1346.25,1390.333333,0,29971,67801,0,122,3368,4304.333333,1133,12552.66667,501,12406.33333,103.75,163.25,288.25,91149.75,177.75,213836.5,0,51902.25,0,1411.25,0,60418.75,103.75,85035,952,6238.75,198.75,435.5,801,0,104.5,214.75,P28908;P28908-3,P28908,TNFRSF8,162
PTPRK,0,0,7870.5,371.75,91228,50829.75,0,0,14618,0,0,25230,394,0,9632.5,0,21546.33333,34526.5,38124.33333,104467.5,61012.66667,25943.75,9438.5,10808.5,14860.5,17209.25,58413.75,30190.75,68757,36087.5,6929.25,37250.5,28328.25,5695.75,26442.5,14632.25,0,27459.25,88746.75,44383.75,0,25620.75,15423,Q15262;Q5TG12;E9PGC5;Q15262-2;Q15262-3;Q15262-4,Q15262,PTPRK,163
CD226,12582.25,153.25,2721.75,51.5,0,2362.75,1176.25,6376.25,7829,0,22128.75,32179,15374.5,740.6666667,12709,2929.75,66858,70024.25,74366.66667,46896,4267.666667,507.75,0,1007.25,37164.5,23730,56584,47967.75,34284.5,25607,24845.25,6943,116193.75,29588,73468.5,35206.25,28694.5,27438.75,38179,6753,20233.25,26446,27865.75,Q15762;J3QR77;J3QQW1,Q15762,CD226,164
SEMA4D,34516.25,3005.25,40498.25,2192.75,795,36077.25,13516.5,5068,2032,11178.66667,2848,7150.5,7868.25,4692.333333,18330,19254.5,71854.66667,39240.5,69108.66667,32469,48973.66667,23796,3433.5,11057.5,63331,31638.25,69935.25,26780.5,60270.5,31222.25,52652,39955.5,60050.5,38454.75,68158.75,38489.75,33414.25,31873.5,81304.25,46189.5,39085.75,25520,36611,Q92854,Q92854,SEMA4D,165
CD84,31533.25,9825.25,38749.25,5187.5,146.5,82617.5,15174.75,33421.75,22514.5,13929.33333,67010.25,56235,33443.75,12532.66667,29505.75,19227,5889,8204.75,22502.66667,6144.25,13531.66667,6422.5,5430.5,12152.25,37954.25,27204.75,41216.5,31631.5,16320.5,16487,15206.75,4372.75,26573.5,34806,54418,28237.25,65442.75,29815,22947.25,11169.75,15179.5,31976,32144.75,Q9UIB8;Q9UIB8-3;Q9UIB8-2;Q9UIB8-5;Q9UIB8-6;Q9UIB8-4,Q9UIB8,CD84,166
TMEM2,9445.25,4342.5,16871.5,13024.5,1491.5,16643.25,59629.5,2099.5,1519.5,4248.333333,31189,24355,40346,9540.333333,18952.75,45820.75,12437,2423.25,33935.66667,16379.25,53652,6120.5,531.75,929.75,83248.75,9212.5,67890.25,8765.5,39943.5,3898.25,57638.75,4375,37775,2481.5,38909.75,6929,41468,12207.5,43021.25,6303,4159.75,11786.25,4162,Q9UHN6;Q9UHN6-2,Q9UHN6,TMEM2,167
CD8B,4426.75,0,0,0,7673.25,4145.25,21521.75,0,6322.5,0,0,8592,0,0,0,0,0,3314.25,0,310.75,0,0,1055,0,0,0,0,2439.5,0,551.25,0,1678.75,105067.25,60673.5,49563.75,33655.5,21924,50148.75,72972,77979.5,2098.5,4003.5,0,P10966-9,P10966,CD8B,168
LAG3,0,0,0,0,245,266,0,430.75,926.75,1701.333333,1807.75,1228.5,0,0,0,5676.5,983.3333333,0,4748.333333,24,2883.666667,0,2324.5,0,5994.5,0,35351.75,0,81678,0,301,319.75,58423.5,0,62873,16.75,24638.25,0,36500,0,164.5,0,0,P18627;P18627-2,P18627,LAG3,169
ICOS,480.25,0,0,394.5,0,2061,2380,0,0,0,12252.25,17405.75,8329,0,15507.25,3641.75,8998.666667,1466.5,33709,7525.5,14594,638.75,0,0,32128.25,14897.75,73164.5,2930.75,58112.25,0,68038.25,1683.75,41500.75,611.75,17479.5,5843.25,22889.75,4569.75,45312.5,2489.5,2271.5,12596,10353.5,Q9Y6W8;Q9Y6W8-2,Q9Y6W8,ICOS,170
IL2RA,2750.5,0,0,428.75,0,0,0,1383.5,488.75,0,0,0,0,1740.333333,3769,0,513.6666667,0,13018.66667,0,52017.66667,4837.75,1923.25,0,80148,0,49136,0,44583.25,4585.75,30742.5,0,32447.25,0,19791.5,0,19070.75,0,20973,0,0,0,0,P01589;Q5W006,P01589,IL2RA,171
LTB,18753.75,7359.75,43563.5,2615.5,0,3020.25,0,0,5953.5,0,2135.75,0,0,9186,5530.5,0,15248.33333,1014.25,19603,0,55303.33333,1899,1364,4300.5,29100.75,995.5,41535.5,571.5,27054.25,1374.75,30042.5,1429.25,16457,717,51975.75,1297.75,20638.75,1284.75,33525.5,719.25,5504.25,3445,3097,Q06643,Q06643,LTB,172
CLEC4C,4564.5,0,15905,0,0,1257.5,0,0,4839.25,0,0,1314.25,0,0,0,0,7754.333333,0,0,1160.5,0,1849.75,11792.75,212382.5,0,88.75,24231,0,0,3441.75,3622,0,4220.75,0,17594.75,190.5,12926.5,0,9435.5,3882.5,108.75,0,0,Q8WTT0;Q8WTT0-2,Q8WTT0,CLEC4C,173
LILRB4,2480.5,253.25,12462.5,0,874,0,94.25,25640.5,51813,33717,45623.5,26239.25,19787.5,0,0,0,0,777,0,645,0,1493.5,85644.75,189611.5,0,2096.25,224.75,2343.25,10160.5,0,408.5,256.25,0,159.5,128.5,458.25,0,753.75,0,806.5,194.75,1062.5,462.25,Q8NHJ6;C9JST2;Q8NHJ6-2;Q8NHJ6-3,Q8NHJ6,LILRB4,174
FCGR1A;FCGR1B;FCGR1C,2231.25,511.25,0,0,0,0,0,0,91.5,14418.66667,200084,55489.5,7297.25,0,0,0,0,136.25,0,0,0,0,0,0,0,68.5,0,0,0,0,3708.25,3218.75,0,0,0,0,0,909.5,0,0,0,228,1651.5,P12314;Q92637;A6NKC4;A0A0A0MRM3;A0A087WXZ6;Q92637-3;P12314-2,P12314,FCGR1A,175
ITGA5,1136.25,183.5,465.5,92,2009,1393.5,2209,37216.25,68633.75,71085,139073.75,46749.25,22170.25,1113.333333,10000.75,9931.75,74530.66667,41042.25,29041.33333,12375.25,1621.333333,3146.25,266.25,3600.5,1810.5,7980.25,2145.25,9958.75,2348,3153.25,1623.5,2579,2240.25,8922.5,6297.75,10032.75,1882.75,15016.25,3510,2151,8624,12082.25,15811,P08648,P08648,ITGA5,176
ENG,72.75,208.75,2419.25,152.75,0,0,88.5,25398.5,0,110645.6667,2315.75,7034,7852.75,0,82,0,2179.333333,868,4254.666667,109.5,252.6666667,334.25,183.25,308,63.5,25.25,107.25,32.25,1006,275.25,401.75,21.5,341.25,237.75,1188.75,16.5,0,248.5,450.5,118,0,0,62.5,P17813;P17813-2;F5GX88,P17813,ENG,177
CD163,334.25,36.5,1602.25,7.5,33,33.75,18.25,27.5,14413.25,45833.66667,48111.25,18371.5,1043,301.6666667,0,15.75,159.3333333,116,124,44.5,783.6666667,33.25,222.5,95.5,66,455.75,112.25,113.5,460,39.75,16.25,12.5,72.75,26,189,163.5,11.75,273.25,56.25,178.75,48.25,661.75,2629,Q86VB7-3;F5GZZ9;C9JHR8;Q86VB7-4;Q86VB7-2,Q86VB7,CD163,178
SIGLEC1,2191.5,0,2147.25,0,0,0,0,17438.25,514,37672.66667,2658.25,240.75,128,810.3333333,0,0,1092,323,816.3333333,49.5,197,30.25,2478.75,94.5,811.5,0,352.25,254.25,159.25,43.75,434.75,287.5,941.5,15.5,1771.5,220.75,720.5,18,1371.5,160.25,10.75,423.75,202.5,Q9BZZ2;Q9BZZ2-2;Q9BZZ2-3,Q9BZZ2,SIGLEC1,179
KIAA0922,5026.5,2605.5,12018.75,692.25,2451.25,2911.5,12545.75,1862.5,1515.25,47884.66667,14772.75,11618.5,7046.25,300.6666667,572.5,14626.75,6173.666667,2656.25,5567.666667,1390.5,5419.333333,2921.25,313,756.25,2896.25,482.25,2258.75,658.5,2441,1376.75,3601,1890.75,1609,702.75,1360.75,1863,1480.5,337.75,3250.5,583,942,517.25,0,A2VDJ0;A2VDJ0-5;A2VDJ0-6;A2VDJ0-3;H0Y2M0;A2VDJ0-2,A2VDJ0,T131L,180
TREM1,0,0,0,0,0,0,1295.5,14704.5,0,49186.66667,18768,5458.5,0,0,3999.75,35301,0,0,0,589.5,7653.333333,382.25,4499.25,0,0,922.25,0,7036,3659.75,0,1508.75,0,4669.75,0,6446.75,0,1032.25,0,238.75,3205.25,0,0,4043.25,Q9NP99;Q9NP99-2;Q9NP99-3,Q9NP99,TREM1,181
CLEC4E,0,0,0,0,1850.5,0,0,0,0,71002.66667,17653.25,0,0,0,0,97062,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q9ULY5;F5H5X7,Q9ULY5,CLEC4E,182
FCGR2A,0,5066.25,0,0,0,3696.75,23616.5,0,17337.25,51218.66667,30955.5,60238.5,35392.25,0,3505,54166.75,0,0,0,5671.5,0,0,0,8524,0,0,0,0,0,791,0,2397.25,0,0,3865,0,1537.75,7929.75,0,921.25,0,2292.75,0,P12318;P12318-2,P12318,FCGR2A,183
CPM,15946.25,112.25,26861,280.25,0,819.5,1245.75,53213.25,5185.5,142505.6667,97945,58528,8971.25,243,2010.25,4328.75,0,484.5,0,4809.75,2126,305.75,1365,1096,2298.75,1202.5,441.5,597.25,6825.75,157.25,5548.25,371.75,455,398.75,408.5,1692.5,0,399.25,3585,1335.5,35.25,143.5,180.75,P14384;F8W111,P14384,CPM,184
LMAN2L,2957,5674,2375.25,3886,0,14850,5602,2515.75,10147.75,134812.6667,15798,90389.5,51480.75,0,10489.25,41797.25,2468.666667,15056.25,16378,4131,0,14641,15463,31245.5,7657,13148.5,13673.5,13276,4822.5,5878.25,4253.25,12504.75,13178.5,10745,7775.75,17669.75,12633.5,12907.75,5075.25,14439.75,13003.5,16111.75,11260,Q9H0V9;Q9H0V9-2,Q9H0V9,LMAN2L,185
NTRK1,50295.5,5133,0,3203.25,0,21132.75,996.75,11015.5,5057,0,1190.5,29231.75,44379.75,1863,19258,73674,22022.33333,16299.25,6416,924.75,22074,9837.25,12827.25,29969,36696,14848.75,23172,21217,40028.25,8814.25,16499.75,6371.75,20038,8394.75,19443.5,10693.25,1175,15592.25,3794.75,20513,5416.75,11148,27609,P04629;P04629-2;J3KP20;P04629-4;P04629-3,P04629,NTRK1,186
TAPBPL,9163.75,6160,7927.5,4104.25,4062.5,15532.75,5163.25,29228.25,30978.5,30285.66667,26797.75,72327.5,104823.5,5813,19082.5,64690.25,15519.33333,33958.25,22230,33959.5,30134.33333,13915.5,31892.75,42032.5,25609.5,18083.75,32673,20160.25,21735.5,18731,8533.75,11041,7689.75,17489.75,17032,27227,8005.75,25029.25,6733.5,9869.25,12172,14699.5,15279,Q9BX59;Q9BX59-2;Q9BX59-3;Q9BX59-5,Q9BX59,TAPBPL,187
C16orf54,372.5,20187,7044.75,11120,20247,26542,31475.25,1163.5,28249.25,7777.333333,34186.5,35438.5,47653.75,2797.333333,25024,64595.75,0,47070.75,7632.666667,45643.25,17485.66667,17584.25,9805.75,55110,10549.75,30775,9242.5,43003,5680,24992.25,5147.75,20413.5,5113,40854,6012,57049.75,5976,75431.5,7238.25,21902.5,26851.75,40046.25,29457.5,Q6UWD8,Q6UWD8,C16orf54,188
PTPRA,20458.5,4493.5,19470.25,7742,286.75,31478.5,17786,19043,23328.75,8345.666667,18947.25,29147,17922.5,7077.666667,41434,15317,29236.33333,57206.5,16428.33333,59935.5,53359,28834,9073.5,16289.25,32518.25,19592,35603.5,31195,24035,31118.5,20319.25,19789.25,35139,26854.75,25910,36713.75,29348.75,53873,24782.5,19890.75,28565.25,20958,18732.75,P18433;P18433-2;P18433-4;P18433-3,P18433,PTPRA,189
CD27,13582,10116.5,0,262.75,26148,0,0,0,0,5649.333333,0,0,0,18959.66667,51088,0,0,11238.25,0,0,53680,42935,0,102.75,17675.75,50402,0,30990.5,7432.75,4092.5,67285.25,45526,33984.25,24402.75,13277.75,20351.75,4439,14153.5,79906,50405,19517.5,27112.5,39042.75,P26842,P26842,CD27,190
ITGA6,7683.25,1215.5,5733.25,301,1802.5,2902.25,23532.25,2792.5,798.25,284,26197.5,30467.5,24353.75,519.6666667,102124.5,24122.75,508,10523.75,2284,9872.5,1670,60610.5,1015.5,1543,2828.5,62801.25,2913,60403,1376.25,6980.25,1372.5,39364.5,1070.75,44837,3695.25,28174.25,1494.5,18173.5,4664,22500,61395,71427.25,63873.25,P23229-2;P23229-4;P23229-9;P23229-6;P23229;P23229-5;P23229-3,P23229,ITGA6,191
SIGLEC8,0,0,0,0,15.25,0,174742.25,0,74.25,0,0,0,0,0,32.25,0,64,0,0,5.25,0,12,0,0,80.25,19.75,0,35.5,0,0,0,0,111.75,0,70.5,7,63.75,51.75,6.75,0,0,26.25,0,Q9NYZ4;C9JT30;Q9NYZ4-2;Q9NYZ4-3,Q9NYZ4,SIGLEC8,192
GP5,2535,114,89.5,263.75,401.25,5827,495.5,867.5,1021.5,679,18165.75,47603,64193.75,911,983.25,1185.5,176.6666667,63.5,154.6666667,256.25,6728,4621.25,1148.25,1287.5,9674,976.5,568.5,3762.25,11992.75,9105.75,742.75,0,346.75,571.25,796.5,706.5,618.75,1219.5,549,621,26.5,777.5,1158.25,P40197,P40197,GP5,193
TREML1,0,0,445.5,45,406,4876.75,313.25,0,561.25,0,11185.5,23438.5,41078.5,678.3333333,394.25,0,0,58.75,0,0,0,2544.75,975.75,319.75,0,0,0,0,0,9677,0,0,0,124.25,133,183,0,349.25,78.5,128.5,47.5,0,60,Q86YW5;Q86YW5-3,Q86YW5,TREML1,194
OSTM1,899.25,5629,798,3673.5,0,6662,6450,1393.5,10002,1187.333333,14905,42177.75,42779,0,1660.5,15451.25,8432,10010,6538,4250.25,1484.333333,224.75,0,1645.75,2172,1245.25,247.25,1824.25,0,0,308.5,2501.25,1091.5,4041.75,1388.25,3251,1100,4073,0,6190.25,523.75,1541,3370.5,Q86WC4,Q86WC4,OSTM1,195
G6B,1370.625,167,0,123.25,68.375,7071.25,0,56.125,1628.875,219.8333333,26731,49289.75,45381.125,0,0,2255.125,0,407.25,0,0,160.3333333,450.625,137.75,3935.875,0,0,103.125,53.25,0,711,127.875,26.125,227,87.625,84.75,0,0,222.625,500.875,24.625,0,0,167.25,O95866-2;O95866-7;O95866-4,O95866,G6B,196
SIRPB2,5057.75,3566.75,5853.5,0,0,316.75,3547.25,3250.75,0,6983.666667,25602.5,44064,40857.25,0,0,5447,668.3333333,45.25,0,0,0,0,0,0,0,0,2194.75,0,3964.25,0,1739,0,0,0,3592.5,0,0,0,1876.75,0,958.5,0,0,Q5JXA9;F2Z2Y9;Q5JXA9-3,Q5JXA9,SIRPB2,197
CD300E,0,0,8750,0,0,5424.25,1397.5,1759.5,3147.75,43147,61811,69703.25,91498.75,3712.666667,0,13369,8572.333333,7190,0,3253.75,0,4715.5,350,3939.5,0,15114.25,0,19854,0,1084.25,0,8604,20915.75,5400.5,6350.5,7992.25,0,10317,13383,10530,2665.75,13120.25,10897,Q496F6;C9JDD2,Q496F6,CD300E,198
C1orf162,1418.75,4222,3651,4550,0,9826,12796.25,17069.5,44619.75,5909.666667,28130.25,95458.75,94793,0,1262.25,0,18816.66667,19774.25,0,15100.75,0,5019,0,5404.25,0,7972,0,2033.25,0,4856,3649.25,7955.5,0,5344.5,0,2842.25,0,4054.25,0,8139.5,4298.25,8082.25,12744.5,Q8NEQ5,Q8NEQ5,C1orf162,199
GP1BA,327.75,277.5,619.75,55.75,290.25,8155,52.5,376.25,903,319.6666667,24006.5,64087.5,93748.75,0,42.25,0,367,219.5,142.6666667,150.75,208.6666667,194.25,292.75,498.25,258,21,127,36.75,168.75,404.25,215,741.25,356.75,26.25,162.75,0,141.5,102.75,222,30.75,53.25,31,27,P07359;A0A0C4DGZ8,P07359,GP1BA,200
SIDT2,1622.5,9592.25,2893.25,4961.5,0,3514.75,1834,4324,14689,6425.333333,14901,75457.75,83173.5,0,816.75,2330.25,4648,4131.25,2309.666667,1816.75,845.3333333,1005,1226.25,1234.5,0,911.75,1451.5,897.25,87,434.25,2109.25,1357.25,871.75,745.75,1908.5,679.5,360.75,774.75,1732.25,1413.25,717.75,772.25,296.25,Q8NBJ9;C9JBG5;Q8NBJ9-2;F5H8L4,Q8NBJ9,SIDT2,201
EMR2,443.75,44.5,1060,100.5,344,83603.75,13370.25,8589.5,7459.5,63486,2749.25,33067.75,127927.25,1195.666667,0,15713.25,629,0,0,0,2220.666667,160.5,5947.5,2569.25,3874.75,0,1419.5,88.75,792,48.5,246.75,0,0,0,36.75,100.75,0,91.25,0,459,0,324.25,404.75,Q9UHX3;M0R0K5;Q9UHX3-6;Q9UHX3-3;Q9UHX3-2;Q9UHX3-4;Q9UHX3-5,Q9UHX3,AGRE2,202
LYPD2,0,0,0,0,0,0,0,0,469,0,0,0,161098.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q6UXB3,Q6UXB3,LYPD2,203
ECE1,9504.5,6245.75,12335.5,1504.5,4363.5,390,126,70186.25,5989.75,2450.666667,5923.5,4570.75,4297.25,1083.333333,3763.75,16376.25,2242.666667,1810,9443.666667,2386.5,22118.66667,1145.75,77371.25,1755.75,7059.25,4902.25,6371,3842.75,8265.75,510,3919.75,3349.5,4525.75,2177.75,4112.75,832,257.25,1138.5,12935,660,1987,4881.25,8088,P42892-2;P42892;P42892-3;B4DKB2;P42892-4,P42892,ECE1,204
TLR7,279,410.75,34.25,303.25,171.5,48.25,267.25,205.75,2288,195.3333333,2334.75,11955.25,5920,0,21.5,2864.25,126,304.25,129.3333333,290.5,1125,85.75,125340.75,62043.25,0,2345.5,0,1547.5,49,50.25,299.25,1482.25,819.5,795.25,197,48.75,78.75,56.25,333,82.25,130,1628.25,807,Q9NYK1,Q9NYK1,TLR7,205
SEMA4A,6917.5,1217,5410.5,957.75,51261.25,10481.5,22687.25,19362.75,31537.5,11758,7087.5,33835,32864.75,541,980.5,81152.5,9813,1035.25,11973.66667,188.75,5771.666667,716.75,21133.25,9749.5,6337.75,1036,10124,1478.25,4193.5,558.25,679,1245.5,6990.5,1263.25,6125.75,4357,1615.75,3967.5,1069.25,656.25,1940.5,396.75,1057,Q9H3S1;Q5TCJ5;Q9H3S1-2,Q9H3S1,SEMA4A,206
TGOLN2,2194.25,16264,3071,17389.75,31648.75,25320.25,6974.75,1012.25,25949,4285.666667,21273.75,62630,31223.75,0,8389.25,67728,5280.666667,10198.75,13416,6417,9434,7672.25,4417.25,13787.25,7790.25,7096.75,10133.25,4649.25,10274.75,6337,3535.5,6944.5,6465.75,5933.25,7066.25,5689,7784.5,5223.5,3548.25,2789.75,8636.5,6384.5,9295.25,O43493;O43493-2;J3KQ45;F8W8W7;O43493-5;O43493-3;O43493-4;O43493-6,O43493,TGOLN2,207
TLR3,18822.5,17399.25,8487.5,6233.75,29272,27643.25,940.25,11341.25,8491,16514.33333,36664,9464.75,15399.5,1827.666667,4530.5,76216,20709.66667,6681.5,2232.666667,16110,4429,8168.75,3742.25,3059.75,11698.5,5348.75,17324.5,1293,6532.5,1711.5,3405.25,4499.5,9745,2265.5,3723.75,7449.75,1823.5,8623.5,11271,1658.5,6968,1230,5090.75,O15455;O15455-2;D6RA51,O15455,TLR3,208
CLEC4A,0,0,0,0,0,6043.5,0,2925.5,35033.5,21285.33333,30486,28383.75,9951.25,0,1861,105645.75,0,3570.5,0,2945.75,9035.333333,0,0,2450.25,4566.5,4455.5,7058.25,0,2796.5,2346.5,1437.5,4579,1855.25,0,0,4117.25,1052,5574,0,1540.5,3526.75,3024.75,527,Q9UMR7;Q9UMR7-3;Q9UMR7-2,Q9UMR7,CLEC4A,209
IL6ST,3608.75,2344.75,896.5,0,6644.75,9536,2048.25,834.75,10319.25,15636,5686,45022,4574.5,5108,2480,75760,245,3388.75,1158.333333,8779.25,11190.66667,3482.25,1643,5393.75,0,2696.75,2749.5,0,0,0,7735.5,5545.5,7993.75,2369.75,7122.75,985.5,5498.5,0,5548,1903.75,878,0,3311.25,P40189;P40189-3,P40189,IL6ST,210
MEGF9,0,479,0,0,4511.75,3503.75,17167.75,0,3191.25,519.3333333,22032.25,23081.75,4596,1532.333333,1504,82674.25,375.6666667,351.25,403.6666667,3597.5,0,1225.25,1970.25,0,0,38.75,4560,433,5820.5,525.5,2279.5,688.75,2137,104.75,1382,574.75,0,1039.75,1099,48,742,1091,458.25,Q9H1U4,Q9H1U4,MEGF9,211
NAGPA,1039.75,386,3228,1679.75,0,4999.25,225.75,5686.75,13291.5,0,25671.5,25160,8970,0,190.75,96083.75,954,3110.5,3292,230.25,0,356,0,7665,2594.5,3061.25,702,1141.75,0,0,10293,4651.25,0,938.25,6058,2633,0,605.25,9418.5,1453.75,1588.5,333,934.25,Q9UK23;Q9UK23-2;K7EPH3;Q9UK23-3,Q9UK23,GPA,212
DPEP2,1478.75,352.25,13326.5,91.5,0,25373.75,55551.5,886.75,0,4442.666667,2153.5,12881,12544.25,0,0,57893.25,972,3800,888.6666667,0,701.3333333,0,0,1391.25,1671,921.5,3433.5,1804.75,0,206.25,2061,879.5,883.5,1323.5,0,1218.5,2836.75,0,0,1366.75,516.25,448.75,1892.75,B3KS59;Q9H4A9;Q9H4A9-2,Q9H4A9,DPEP2,213
PTTG1IP,0,1072.25,0,228.5,0,59055.25,17373.75,0,12815,0,26840.5,21551,52453.75,0,5195.75,76376.75,10439,9330.25,11062.33333,6661.75,0,2156,0,18668.25,0,5712.25,3269.5,2727,0,2399,7834,4027.5,5045,5220,6125.5,5082.5,0,3793.75,7124.75,3170.25,6561.5,10601.5,7494,P53801;A8MZH8;A8MXQ1,P53801,PTTG1IP,214
